RabbitID,SurgeryID,AgeWeeks,WeightKg,Sex,Strain,SurgeryType,DurationMin,AnesthesiaProtocol,LocalBlock,IntraOpAnalgesicMgPerKg,PreOpGrimace,PreOpBehaviorScore,PreOpBiomarker,Housing,VetID,SurgeryPainBoost,LatentPain,ExpectedPainDurationDays,DurationPerKg,PreOpGrimaceFilled,PreOpBiomarkerFilled,PreOpRiskScore,SurgeryComplexity,AnalgesiaNeedScore,AnalgesiaNeedCategory,FirstPostOpGrimace,RescueAnalgesiaGiven,AnalgesicScore,VetBiasFlag,DurationPerKg_x_PreOpGrimace,PreOpRiskScore_x_SurgeryComplexity,DurationPerKg_x_AnalgesicScore,LocalBlock_x_PreOpGrimace,BaselineAnalgesiaNeedScore,BaselineAnalgesiaNeedCategory
4781,1611,38,4.41,Female,Californian,OcularImplant,91,Protocol1,0,0.038586797167235995,3.0,2,56.8,Single,Vet9,10.0,59.20050407035472,6,20.634920634920633,3.0,56.8,21.83,Major,72.12779620988933,High,5.0,1,-0.8117452504393305,0.03731576484844303,61.9047619047619,21.83,-16.750298818589357,0.0,61,Medium
4782,7420,27,1.57,Female,Californian,BoneDefect,135,Protocol1,0,1.94106299685791,0.0,4,27.43,Single,Vet5,12.0,42.00084341001103,9,85.9872611464968,0.0,27.43,9.600499999999998,Major,42.221998218365854,Medium,2.0,True,1.5806912574110186,-1.5927957469019451,0.0,9.600499999999998,135.91931194298567,0.0,75,High
4783,9217,39,5.0,Female,Californian,BoneDefect,134,Protocol1,1,0.0396243522981124,0.0,3,34.37,Group,Vet10,12.0,41.05016110370686,8,26.8,0.0,34.37,12.029499999999999,Major,40.56900554787674,Medium,0.0,False,-0.8094502713875155,-1.6587724479736397,0.0,12.029499999999999,-21.693267273185416,0.0,70,High
4784,4503,36,3.02,Female,Californian,Ovariohysterectomy,114,Protocol1,0,1.7595623150278805,1.0,2,45.6,Single,Vet3,8.0,45.264349243248724,5,37.74834437086093,1.0,45.6,16.61,Major,47.89639773823491,Medium,0.0,False,1.4342849608450368,-1.0504765728856396,37.74834437086093,16.61,54.14188262792523,0.0,49,Medium
4785,8237,24,3.34,Male,Dutch Belted,BoneDefect,129,Protocol2,0,0.014731622714583798,1.0,3,58.18,Single,Vet8,12.0,58.77826141874216,6,38.622754491017965,1.0,58.18,21.012999999999998,Major,71.39362454848876,High,2.0,1,-0.8651528442749596,-1.1829958311471658,38.622754491017965,21.012999999999998,-33.414585901637665,0.0,72,High
4786,2351,17,4.42,Female,Californian,Ovariohysterectomy,76,Protocol1,0,0.02922259584904271,3.0,3,34.57,Single,Vet8,8.0,45.36589923072671,5,17.194570135746606,3.0,34.57,14.049499999999998,Major,48.07296711780183,Medium,4.0,False,-0.832562357926808,0.0546670901639172,51.58371040723982,14.049499999999998,-14.31555185575507,0.0,55,Medium
4787,7054,35,3.39,Female,Californian,Ovariohysterectomy,100,Protocol2,0,0.018704534435228702,0.0,1,50.43,Group,Vet7,8.0,49.6980578558876,6,29.49852507374631,0.0,50.43,17.650499999999997,Major,55.60547972196088,Medium,0.0,False,-0.8561716083741807,-1.6423012000541857,0.0,17.650499999999997,-25.255799657055476,0.0,58,Medium
4788,6643,31,2.83,Male,Californian,OcularImplant,80,Protocol2,1,0.010469273077869958,5.0,4,49.86,Group,Vet9,10.0,53.56642502436775,7,28.268551236749115,5.0,49.86,20.700999999999997,Major,62.33157795041847,Medium,5.0,True,-0.8748275726283259,1.2851549413803798,141.34275618374556,20.700999999999997,-24.73010806016469,5.0,68,Medium
4789,2483,34,4.42,Male,New Zealand White,Catheter,36,Protocol1,0,0.3471588122277701,2.0,5,41.14,Single,Vet2,1.5,33.994352234044015,1,8.144796380090497,2.0,41.14,15.699,Minor,28.300763813930796,Low,4.0,0,-0.21384455204816008,-0.4081392371363348,16.289592760180994,0.0,-1.7417203334239282,0.0,30,Low
4790,3634,23,2.79,Female,New Zealand White,Ovariohysterectomy,117,Protocol1,0,0.4113596680881624,1.0,5,47.1,Single,Vet2,8.0,49.13098658966446,3,41.935483870967744,1.0,47.1,17.134999999999998,Major,54.61948824984031,Medium,2.0,False,-0.10684042462438013,-1.0187722656704263,41.935483870967744,17.134999999999998,-4.480404903603038,0.0,53,Medium
4791,2663,36,2.54,Female,Californian,OcularImplant,60,Protocol1,1,0.03726839883852748,3.0,2,57.56,Single,Vet4,10.0,59.71817905164945,5,23.62204724409449,3.0,57.56,22.096,Major,73.02790021319451,High,3.0,1,-0.8146647393128664,0.19376045213193113,70.86614173228347,22.096,-19.24404896014645,3.0,64,Medium
4792,2508,43,1.0,Female,Dutch Belted,Catheter,56,Protocol2,1,0.28581488479729894,0.0,0,58.08,Group,Vet4,1.5,46.777855059793474,3,56.0,0.0,58.08,20.328,Minor,50.527996122785744,Medium,0.0,False,-0.32096215195102473,-1.6711838996379054,0.0,0.0,-17.973880509257384,0.0,25,Low
4793,7448,16,2.54,Male,New Zealand White,Castration,20,Protocol2,0,1.5864592406635822,5.0,5,52.34,Group,Vet6,5.5,45.32791949938547,4,7.874015748031496,5.0,52.34,21.569,Minor,48.006930107206486,Medium,4.0,False,1.2853889367478173,1.3679124120037225,39.37007874015748,0.0,10.121172730297774,0.0,40,Medium
4794,8753,17,1.88,Female,Dutch Belted,Ovariohysterectomy,85,Protocol2,0,2.014123439945016,3.0,3,47.64,Group,Vet10,8.0,49.89803835031469,5,45.21276595744681,3.0,47.64,18.624,Major,55.95319450463509,Medium,1.0,False,1.637089543666376,0.19766608095017152,135.63829787234044,18.624,74.01734638917127,0.0,52,Medium
4795,7079,25,3.19,Male,Dutch Belted,BoneDefect,112,Protocol2,0,0.021476820843237585,3.0,2,57.02,Single,Vet7,12.0,61.25333182007274,8,35.10971786833856,3.0,57.02,21.907,Major,75.69713709438759,High,2.0,1,-0.8499252518862221,0.1441170773432314,105.32915360501568,21.907,-29.840635802901843,0.0,69,Medium
4796,9161,34,4.56,Male,New Zealand White,Castration,20,Protocol2,0,0.3612762967319706,1.0,2,43.2,Group,Vet6,5.5,38.11493550244366,2,4.385964912280702,1.0,43.2,15.77,Minor,35.46540114402268,Medium,0.0,False,-0.1898838247841798,-1.0701040696272777,4.385964912280702,0.0,-0.8328237929130694,0.0,37,Medium
4797,8592,40,2.63,Female,Californian,BoneDefect,149,Protocol1,1,0.028774908413923134,0.0,3,59.96,Single,Vet4,12.0,56.016058546632514,8,56.653992395437264,0.0,59.96,20.986,Major,66.59086228845321,Medium,0.0,False,-0.8335623285608874,-1.6711838996379054,0.0,20.986,-47.224633823411494,0.0,64,Medium
4798,1059,32,1.86,Male,Californian,OcularImplant,126,Protocol1,1,0.018052490209858593,1.0,4,46.13,Group,Vet3,10.0,51.700001462537905,7,67.74193548387096,1.0,46.13,16.795499999999997,Major,59.08634613399101,Medium,3.0,False,-0.85764322614216,-1.0504765728856396,67.74193548387096,16.795499999999997,-58.09841209350116,1.0,61,Medium
4799,7134,22,1.0,Female,Dutch Belted,Catheter,31,Protocol2,0,1.7067402848958642,2.0,5,50.08,Group,Vet3,1.5,43.34471397607363,1,31.0,2.0,50.08,18.828,Minor,44.55864441558329,Medium,4.0,False,1.3898635737885459,-0.46153836354089467,62.0,0.0,43.08577078744492,0.0,37,Medium
4800,1671,37,3.11,Female,New Zealand White,BoneDefect,121,Protocol2,0,0.2748245587228136,1.0,4,38.37,Single,Vet4,12.0,50.6298515813235,6,38.90675241157557,1.0,38.37,14.0795,Major,57.22562999544299,Medium,0.0,False,-0.3406919205348324,-1.0495357823812932,38.90675241157557,14.0795,-13.255216200872901,0.0,81,High
4801,9815,38,3.36,Male,Dutch Belted,OcularImplant,140,Protocol2,0,0.022037647642723385,0.0,2,67.55,Group,Vet5,10.0,59.344795008940096,5,41.66666666666667,0.0,67.55,23.6425,Major,72.37868113992116,High,0.0,1,-0.8486636909575412,-1.5927957469019451,0.0,23.6425,-35.36098712323089,0.0,53,Medium
4802,7291,18,4.67,Male,New Zealand White,Castration,20,Protocol2,1,1.5252539306589403,2.0,1,61.49,Single,Vet3,5.5,44.979924528568596,3,4.282655246252677,2.0,61.49,22.8215,Minor,47.401856117385826,Medium,3.0,False,1.2303461316201323,-0.46153836354089467,8.565310492505354,0.0,5.269148315289646,2.0,47,Medium
4803,5760,29,3.56,Male,New Zealand White,Castration,20,Protocol2,0,0.011215712050362309,0.0,4,40.27,Single,Vet4,5.5,34.891143185732936,3,5.617977528089887,0.0,40.27,14.0945,Minor,29.860053242452523,Low,0.0,0,-0.8731303531077111,-1.6711838996379054,0.0,0.0,-4.9052267028523096,0.0,43,Medium
4804,5146,26,3.46,Male,Californian,BoneDefect,135,Protocol2,0,1.5461439170896958,0.0,2,69.72,Group,Vet10,12.0,61.25917260636286,7,39.017341040462426,0.0,69.72,24.401999999999997,Major,75.70729272352197,High,2.0,1,1.249281340918775,-1.6587724479736397,0.0,24.401999999999997,48.743636134114055,0.0,78,High
4805,3120,23,4.75,Female,New Zealand White,BoneDefect,90,Protocol2,1,0.0385945668150778,0.0,1,45.75,Group,Vet5,12.0,46.036533683140455,9,18.94736842105263,0.0,45.75,16.0125,Major,49.23902840564357,Medium,0.0,False,-0.8117280561553577,-1.5927957469019451,0.0,16.0125,-15.38011053768046,0.0,65,Medium
4806,1704,45,3.13,Male,Californian,Catheter,55,Protocol1,1,0.06437254705484091,3.0,2,55.05,Group,Vet8,1.5,44.87277537881142,2,17.57188498402556,3.0,55.05,21.217499999999998,Minor,47.21555123086038,Medium,5.0,False,-0.7553778724601989,0.0546670901639172,52.715654952076676,0.0,-13.273413094348543,3.0,25,Low
4807,5255,37,2.84,Male,Dutch Belted,OcularImplant,83,Protocol2,0,0.023184812842098952,0.0,4,58.85,Single,Vet7,10.0,59.07381151904724,6,29.225352112676056,0.0,58.85,20.5975,Major,71.9075103611593,High,1.0,1,-0.8460853364288077,-1.6423012000541857,0.0,20.5975,-24.727141874503886,0.0,61,Medium
4808,7617,33,2.89,Female,Californian,Ovariohysterectomy,54,Protocol1,0,1.714462270753072,2.0,2,45.21,Group,Vet1,8.0,48.31866951108911,3,18.685121107266436,2.0,45.21,17.1235,Major,53.207077218211666,Medium,0.0,False,1.3964113049376843,-0.41819435392072657,37.37024221453287,17.1235,26.092114348316592,0.0,62,Medium
4809,7602,18,3.02,Female,Dutch Belted,Ovariohysterectomy,66,Protocol1,1,0.03831381867558107,2.0,4,31.19,Group,Vet5,8.0,41.42435819435381,6,21.85430463576159,2.0,31.19,12.2165,Major,41.21963830295807,Medium,0.0,False,-0.8123494353780003,-0.39099255225574425,43.70860927152318,12.2165,-17.753332031439744,2.0,60,Medium
4810,4232,31,3.56,Male,New Zealand White,Castration,27,Protocol1,0,0.38032079658626405,3.0,5,41.73,Group,Vet5,5.5,41.589758588889204,1,7.584269662921348,3.0,41.73,16.5555,Minor,41.50722716208588,Medium,3.0,False,-0.15795153189475608,0.20990904506735622,22.752808988764045,0.0,-1.1979470115613522,0.0,43,Medium
4811,4133,38,1.2000000000000002,Female,Dutch Belted,OcularImplant,117,Protocol1,1,1.520915206839987,1.0,5,49.86,Group,Vet5,10.0,53.819315613263385,4,97.49999999999999,1.0,49.86,18.100999999999996,Major,62.77128981536865,Medium,0.0,False,1.2263937625896069,-0.9918941495788447,97.49999999999999,18.100999999999996,119.57339185248665,1.0,64,Medium
4812,4567,20,2.5,Male,Californian,Castration,20,Protocol2,0,0.3054397842416385,3.0,0,43.13,Single,Vet9,5.5,42.835104446546374,4,8.0,3.0,43.13,17.0455,Minor,43.67256416402716,Medium,5.0,False,-0.2861474385905794,0.03731576484844303,24.0,0.0,-2.289179508724635,0.0,36,Medium
4813,2584,35,5.0,Male,New Zealand White,BoneDefect,133,Protocol1,0,1.6342530666000858,5.0,4,53.33,Group,Vet9,12.0,59.71821861946122,9,26.6,5.0,53.33,21.915499999999998,Major,73.02796901146961,High,5.0,1,1.3274723877582844,1.2851549413803798,133.0,21.915499999999998,35.31076551437037,0.0,92,High
4814,6865,18,2.5,Male,Californian,Castration,20,Protocol1,1,2.468868100325322,2.0,3,37.93,Single,Vet3,5.5,33.29440444748657,2,8.0,2.0,37.93,14.5755,Minor,27.083734157196705,Low,2.0,0,1.9600602466190324,-0.46153836354089467,16.0,0.0,15.68048197295226,2.0,42,Medium
4815,4071,27,3.88,Male,New Zealand White,Catheter,38,Protocol1,0,0.025900599876994192,0.0,3,50.08,Group,Vet8,1.5,36.3975913229129,1,9.793814432989691,0.0,50.08,17.528,Minor,32.479380132958205,Low,0.0,0,-0.8399928708940776,-1.8018272918027072,0.0,0.0,-8.226734302570863,0.0,32,Low
4816,5497,14,3.5,Female,Dutch Belted,OcularImplant,63,Protocol1,0,1.783842842757165,4.0,5,46.38,Group,Vet8,10.0,54.033287226975894,6,18.0,4.0,46.38,18.833000000000002,Major,63.14333156560856,Medium,5.0,False,1.4544194889389785,0.6734985508194586,72.0,18.833000000000002,26.179550800901612,0.0,65,Medium
4817,3427,31,4.9,Male,New Zealand White,Castration,20,Protocol2,0,0.022945637385895366,2.0,2,59.05,Single,Vet8,5.5,49.799900860592295,1,4.081632653061225,2.0,59.05,21.967499999999998,Minor,55.782558583323,Medium,2.0,False,-0.8466226656661066,-0.5641643704916243,8.16326530612245,0.0,-3.4556027170045165,0.0,39,Medium
4818,8564,36,2.25,Male,Californian,Castration,20,Protocol1,0,0.02798228668423292,5.0,5,43.35,Group,Vet10,5.5,47.479693871477394,2,8.88888888888889,5.0,43.35,18.4225,Minor,51.74831378714663,Medium,4.0,False,-0.8353338244475715,1.435291766899379,44.44444444444444,0.0,-7.42518955064508,0.0,33,Low
4819,4408,32,3.98,Female,New Zealand White,Ovariohysterectomy,40,Protocol1,1,0.018565126747742744,3.0,1,44.96,Single,Vet9,8.0,48.11689800718543,6,10.050251256281408,3.0,44.96,17.686,Major,52.85624832947073,Medium,4.0,False,-0.8564861624984014,0.03731576484844303,30.150753768844226,17.686,-8.6079011306372,3.0,46,Medium
4820,9645,36,3.2,Female,Californian,Ovariohysterectomy,57,Protocol2,0,0.02383757664022997,5.0,0,37.5,Single,Vet1,8.0,49.776471060121885,6,17.8125,5.0,37.5,16.375,Major,55.74182017029924,Medium,3.0,False,-0.8446194826182822,1.4508306915350344,89.0625,16.375,-15.044784534138152,0.0,56,Medium
4821,7903,18,1.75,Male,New Zealand White,Catheter,33,Protocol2,1,0.7792802727005862,2.0,4,49.13,Group,Vet4,1.5,37.62610493405361,3,18.857142857142858,2.0,49.13,18.4955,Minor,34.615450175858506,Low,0.0,0,0.4255982657687612,-0.427887665124681,37.714285714285715,0.0,8.025567297353783,2.0,27,Low
4822,7139,37,2.19,Female,Dutch Belted,Ovariohysterectomy,105,Protocol2,1,0.015601531619213866,1.0,0,53.72,Group,Vet7,8.0,50.80254652314404,6,47.945205479452056,1.0,53.72,19.451999999999998,Major,57.52590220117032,Medium,0.0,False,-0.863183309405209,-1.0468284409217132,47.945205479452056,19.451999999999998,-41.385501135866186,1.0,57,Medium
4823,7456,28,3.12,Male,New Zealand White,Castration,27,Protocol2,1,0.03295898233928109,2.0,1,53.46,Group,Vet9,5.5,43.43381736508234,2,8.653846153846153,2.0,53.46,20.011,Minor,44.71357235309769,Medium,1.0,False,-0.8242335558234655,-0.5866038234175253,17.307692307692307,0.0,-7.132790386933835,2.0,30,Low
4824,9307,23,2.88,Male,Dutch Belted,Castration,20,Protocol1,0,0.38581773952087406,2.0,1,46.67,Single,Vet7,5.5,42.25610626066135,3,6.944444444444445,2.0,46.67,17.6345,Minor,42.66583483799695,Medium,1.0,False,-0.14881660553231252,-0.45135568178924096,13.88888888888889,0.0,-1.033448649529948,0.0,33,Low
4825,7118,45,2.04,Female,Californian,Catheter,29,Protocol2,0,0.4147356666641264,4.0,1,50.08,Single,Vet1,1.5,38.21653643695526,2,14.215686274509803,4.0,50.08,20.128,Minor,35.64205910741259,Medium,5.0,False,-0.1013491542087634,0.8278223430497808,56.86274509803921,0.0,-1.4407477804186954,0.0,33,Low
4826,8180,44,2.33,Male,New Zealand White,OcularImplant,118,Protocol2,0,0.02162177099997767,0.0,1,49.86,Group,Vet4,10.0,61.858529773684495,7,50.64377682403433,0.0,49.86,17.450999999999997,Major,76.74942109597409,High,0.0,1,-0.8495991250455657,-1.6711838996379054,0.0,17.450999999999997,-43.02690847870247,0.0,67,Medium
4827,5021,15,1.75,Female,Californian,OcularImplant,95,Protocol2,1,1.335219650928714,3.0,4,46.12,Group,Vet5,10.0,49.55824432258191,4,54.285714285714285,3.0,46.12,18.092,Major,55.36237985120812,Medium,4.0,False,1.0505286211346685,0.20990904506735622,162.85714285714286,18.092,57.028696575882,3.0,64,Medium
4828,7260,45,5.0,Male,Dutch Belted,BoneDefect,136,Protocol2,0,0.6628434369031979,1.0,5,72.43,Single,Vet9,12.0,62.618437139145904,7,27.2,1.0,72.43,26.0005,Major,78.07070508014925,High,0.0,1,0.2700422433144996,-1.2105234116834935,27.2,26.0005,7.345149018154389,0.0,79,High
4829,8263,35,3.92,Female,Dutch Belted,Ovariohysterectomy,71,Protocol2,0,0.024083002388432674,5.0,3,50.27,Group,Vet9,8.0,52.79652870524512,5,18.112244897959183,5.0,50.27,20.8445,Major,60.99292573809982,Medium,3.0,False,-0.8440685935006836,1.2851549413803798,90.56122448979592,20.8445,-15.287977076160342,0.0,68,Medium
4830,8772,38,1.81,Female,Californian,BoneDefect,169,Protocol1,0,0.664071075414321,5.0,2,40.83,Single,Vet3,12.0,55.14993596018198,7,93.37016574585635,5.0,40.83,17.540499999999998,Major,65.0848972803175,Medium,3.0,False,0.27173847846914656,1.30527626449334,466.8508287292818,17.540499999999998,25.372266774191033,0.0,82,High
4831,2822,32,1.78,Male,Dutch Belted,Castration,20,Protocol1,0,0.023597108661334847,4.0,4,54.96,Group,Vet7,5.5,51.48189932473038,3,11.235955056179774,4.0,54.96,21.836000000000002,Minor,58.70712246187344,Medium,2.0,False,-0.8451593714909382,0.7395898364757038,44.9438202247191,0.0,-9.496172713381327,0.0,39,Medium
4832,3602,43,2.17,Male,Californian,BoneDefect,135,Protocol1,0,0.39122088965094887,5.0,2,42.58,Single,Vet6,12.0,55.012368945577364,7,62.21198156682028,5.0,42.58,18.153,Major,64.84570352932984,Medium,5.0,True,-0.13987278986769175,1.3679124120037225,311.0599078341014,18.153,-8.701763424948565,0.0,87,High
4833,6993,42,4.4,Male,New Zealand White,BoneDefect,131,Protocol1,0,0.03831232675640794,4.0,4,53.13,Group,Vet5,12.0,59.25832518125583,8,29.77272727272727,4.0,53.13,21.195500000000003,Major,72.22833229001333,High,3.0,1,-0.8123527378881067,0.8108106423904566,119.09090909090908,21.195500000000003,-24.1859565143959,0.0,81,High
4834,8186,19,1.43,Female,Dutch Belted,OcularImplant,104,Protocol2,1,0.04383922255422268,1.0,5,51.72,Group,Vet6,10.0,53.04708656095775,6,72.72727272727273,1.0,51.72,18.751999999999995,Major,61.42858157841577,Medium,0.0,True,-0.8001508469782558,-1.0701040696272777,72.72727272727273,18.751999999999995,-58.19278887114588,1.0,65,Medium
4835,8128,13,1.95,Female,Dutch Belted,Catheter,37,Protocol2,0,0.028848142288795904,5.0,3,44.54,Single,Vet6,1.5,40.87895213809237,1,18.974358974358974,5.0,44.54,18.839,Minor,40.27131707360295,Medium,5.0,False,-0.8333987209981283,1.3679124120037225,94.87179487179488,0.0,-15.813206500990127,0.0,31,Low
4836,7218,36,1.69,Male,Dutch Belted,Castration,20,Protocol1,1,0.3762640919649263,5.0,2,46.83,Group,Vet6,5.5,46.941403911235156,3,11.834319526627219,5.0,46.83,19.6405,Minor,50.81236562341419,Medium,5.0,False,-0.16471640270117513,1.3679124120037225,59.171597633136095,0.0,-1.9493065408423091,5.0,46,Medium
4837,1275,29,3.81,Female,Californian,OcularImplant,148,Protocol2,0,2.2919311931192117,2.0,2,32.86,Single,Vet6,10.0,43.249714920202315,7,38.84514435695538,2.0,32.86,12.801,Major,44.39346542569639,Medium,1.0,False,1.839729462132755,-0.46059994921952757,77.69028871391076,12.801,71.46455653429074,0.0,69,Medium
4838,8190,11,3.58,Female,Californian,Catheter,50,Protocol2,0,0.0230809654392723,0.0,2,48.55,Group,Vet3,1.5,34.174475857134006,3,13.966480446927374,0.0,48.55,16.992499999999996,Minor,28.613952590849546,Low,0.0,0,-0.8463186235567336,-1.6394147822303844,0.0,0.0,-11.820092507775609,0.0,38,Medium
4839,7061,33,4.25,Male,New Zealand White,Castration,20,Protocol1,1,0.4136638035002987,2.0,3,39.11,Single,Vet10,5.5,34.803611849649066,3,4.705882352941177,2.0,39.11,14.9885,Minor,29.707858701726035,Low,3.0,0,-0.10309118488034799,-0.4211467620244322,9.411764705882353,0.0,-0.48513498767222585,2.0,33,Low
4840,2435,23,5.0,Male,New Zealand White,BoneDefect,146,Protocol2,1,0.34799067401174266,4.0,2,45.52,Single,Vet2,12.0,49.76025571930753,8,29.2,4.0,45.52,18.532,Major,55.71362585203132,Medium,5.0,False,-0.21242573791379873,0.8131268199318483,116.8,18.532,-6.202831547082923,4.0,73,High
4841,3459,31,3.45,Female,New Zealand White,Ovariohysterectomy,60,Protocol2,0,0.023694909056343007,3.0,4,47.29,Single,Vet8,8.0,51.90762636591395,5,17.391304347826086,3.0,47.29,18.501499999999997,Major,59.447352582954835,Medium,4.0,False,-0.8449397787428286,0.0546670901639172,52.17391304347826,18.501499999999997,-14.694604847701365,0.0,52,Medium
4842,3725,21,2.51,Male,Californian,BoneDefect,105,Protocol1,1,0.043227314538596996,4.0,0,41.24,Group,Vet1,12.0,53.22646995646449,7,41.832669322709165,4.0,41.24,17.034,Major,61.740483289443546,Medium,3.0,False,-0.8014985898313036,0.8278223430497808,167.33067729083666,17.034,-33.52882547103063,4.0,65,Medium
4843,4940,29,3.82,Female,Californian,BoneDefect,111,Protocol2,0,1.1990371992946163,0.0,2,56.37,Group,Vet3,12.0,51.21590451902173,9,29.05759162303665,0.0,56.37,19.729499999999998,Major,58.244625725257116,Medium,0.0,False,0.9124257065377663,-1.6394147822303844,0.0,19.729499999999998,26.512893566935094,0.0,76,High
4844,6463,31,1.55,Female,New Zealand White,Catheter,25,Protocol2,0,0.031545026000488974,3.0,2,58.22,Single,Vet1,1.5,48.01122091204161,1,16.129032258064516,3.0,58.22,22.326999999999998,Minor,52.67250296832016,Medium,1.0,False,-0.8273818660087325,0.20481399456452706,48.38709677419355,0.0,-13.34486880659246,0.0,27,Low
4845,9687,22,4.91,Female,New Zealand White,OcularImplant,78,Protocol2,1,2.691068140953382,2.0,4,53.93,Single,Vet1,10.0,47.24133163800648,7,15.885947046843176,2.0,53.93,20.1755,Major,51.33386300560154,Medium,3.0,False,2.1027627650022107,-0.41819435392072657,31.771894093686353,20.1755,33.40437793689866,2.0,64,Medium
4846,4083,21,2.19,Male,Dutch Belted,Castration,20,Protocol2,1,1.2868773186453655,5.0,1,66.34,Single,Vet9,5.5,56.743656483268666,4,9.132420091324201,5.0,66.34,26.469,Minor,67.8559684636151,Medium,4.0,False,1.0024489419778604,1.2851549413803798,45.662100456621005,0.0,9.1547848582453,5.0,38,Medium
4847,1620,16,3.59,Male,Dutch Belted,Castration,20,Protocol2,0,0.02632311342995445,4.0,5,50.6,Group,Vet10,5.5,55.241406983395926,4,5.571030640668524,4.0,50.6,20.310000000000002,Minor,65.24394192639134,Medium,3.0,False,-0.839046474391558,0.8164789239247752,22.284122562674096,0.0,-4.674353617780268,0.0,44,Medium
4848,4184,18,2.72,Female,Dutch Belted,Ovariohysterectomy,87,Protocol1,1,0.021326709128852917,1.0,3,56.66,Single,Vet6,8.0,51.204057193859406,6,31.985294117647058,1.0,56.66,20.480999999999995,Major,58.22402626576538,Medium,0.0,False,-0.8502630406225394,-1.0701040696272777,31.985294117647058,20.480999999999995,-27.19591343167681,1.0,56,Medium
4849,2566,39,5.0,Female,New Zealand White,OcularImplant,149,Protocol1,0,1.7143202205621004,3.0,2,38.9,Single,Vet6,10.0,48.04838001018355,7,29.8,3.0,38.9,15.564999999999998,Major,52.737113108283104,Medium,3.0,False,1.396291024068415,0.14890417118822247,89.4,15.564999999999998,41.60947251723877,0.0,63,Medium
4850,5648,25,5.0,Male,Californian,BoneDefect,163,Protocol2,1,0.04361612539006039,2.0,4,47.53,Single,Vet9,12.0,54.53797762301945,7,32.6,2.0,47.53,17.9355,Major,64.02085870584686,Medium,0.0,False,-0.8006421325783352,-0.5866038234175253,65.2,17.9355,-26.100933522053726,2.0,75,High
4851,7374,36,3.88,Male,New Zealand White,OcularImplant,78,Protocol1,0,0.020315008079293907,2.0,0,42.12,Single,Vet4,10.0,48.43702751412361,7,20.103092783505154,2.0,42.12,16.041999999999998,Major,53.41287142539569,Medium,3.0,False,-0.8525409155934929,-0.427887665124681,40.20618556701031,16.041999999999998,-17.138709127910424,0.0,61,Medium
4852,2691,19,5.0,Female,New Zealand White,Ovariohysterectomy,85,Protocol1,1,0.02024036917216438,3.0,1,47.76,Single,Vet4,8.0,46.462303992675984,5,17.0,3.0,47.76,18.665999999999997,Major,49.97933375929022,Medium,4.0,False,-0.8527090567632207,0.19376045213193113,51.0,18.665999999999997,-14.496053964974752,3.0,65,Medium
4853,3870,17,1.98,Male,Dutch Belted,Castration,27,Protocol1,1,2.499781040988506,2.0,3,63.55,Single,Vet10,5.5,49.2062858067289,3,13.636363636363637,2.0,63.55,23.542499999999997,Minor,54.75041427326129,Medium,0.0,False,1.980451867470688,-0.4211467620244322,27.272727272727273,0.0,27.006161829145746,2.0,31,Low
4854,1913,20,4.27,Female,Dutch Belted,Ovariohysterectomy,103,Protocol2,0,2.002811293445176,2.0,0,59.77,Single,Vet8,8.0,52.868547431034216,6,24.12177985948478,2.0,59.77,22.2195,Major,61.118147828674054,Medium,3.0,False,1.6284472820382543,-0.5641643704916243,48.24355971896956,22.2195,39.28104685010309,0.0,65,Medium
4855,9155,38,2.08,Male,Dutch Belted,Castration,24,Protocol2,0,0.47395591677412535,5.0,3,50.6,Group,Vet3,5.5,57.76245363589011,1,11.538461538461538,5.0,50.6,20.96,Minor,69.62739537966377,Medium,5.0,False,-0.007097910081280481,1.30527626449334,57.69230769230769,0.0,-0.08189896247631324,0.0,37,Medium
4856,4581,28,4.32,Male,New Zealand White,Catheter,55,Protocol2,0,0.03291845750934601,2.0,0,58.6,Single,Vet9,1.5,44.09462480956908,1,12.731481481481481,2.0,58.6,21.81,Minor,45.86254699488696,Medium,3.0,False,-0.8243237282643374,-0.5866038234175253,25.462962962962962,0.0,-10.494862281143185,0.0,41,Medium
4857,2164,15,3.16,Male,New Zealand White,BoneDefect,142,Protocol1,1,1.585681687491899,4.0,3,41.89,Single,Vet5,12.0,51.39095048263454,9,44.936708860759495,4.0,41.89,17.261499999999998,Major,58.54898575481896,Medium,5.0,True,1.284697874882039,0.8108106423904566,179.74683544303798,17.261499999999998,57.73009437761061,4.0,76,High
4858,8282,45,5.0,Female,Californian,BoneDefect,142,Protocol2,1,1.8506424412256264,0.0,0,49.62,Group,Vet5,12.0,45.78288686714129,9,28.4,0.0,49.62,17.366999999999997,Major,48.79800165574068,Medium,1.0,False,1.5089195675900844,-1.5927957469019451,0.0,17.366999999999997,42.853315719558395,0.0,75,High
4859,9227,30,4.84,Female,New Zealand White,OcularImplant,70,Protocol2,1,1.6410459088233549,2.0,2,39.27,Group,Vet9,10.0,46.57534380031031,6,14.462809917355372,2.0,39.27,15.044500000000001,Major,50.17588098884731,Medium,1.0,False,1.3333915721209217,-0.5866038234175253,28.925619834710744,15.044500000000001,19.284588852988538,2.0,58,Medium
